Author(s),Title,Publication Date,Source,Page Numbers,Link,Category,Abstract,Countries,heatwave,heat wave,heat  wave,heat  action  plan,heat  health,heat early warning system,heat-health action plan,heat-health warning  systems,extreme heat management,heat wave management,public health heat wave alert
,,,,,"https://www.cdc.gov/disasters/extremeheat/warning.html&amp;sa=U&amp;ved=2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAUQAg&amp;usg=AOvVaw0nsxOHwKNIJ1HIugC0WVGr""",Government,,,,,,,,,,,,,
,,,,,"https://ghhin.org/heat-and-health/&amp;sa=U&amp;ved=2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAYQAg&amp;usg=AOvVaw2bt5nbidZ8V1wknG5JSWm9""",Non Governmental Organization,,,,,,,,,,,,,
,,,,,"https://www.betterhealth.vic.gov.au/health/healthyliving/how-to-cope-and-stay-safe-in-extreme-heat&amp;sa=U&amp;ved=2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAAQAg&amp;usg=AOvVaw32hCD9bPcjVYsHfedj4ANi""",Government,,,,,,,,,,,,,
,,,,,"https://www.thelancet.com/article/s0140-6736(21)01208-3/fulltext&amp;sa=U&amp;ved=2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAQQAg&amp;usg=AOvVaw1lePuhSpieWQabVGsWcUN_""",Other,,,,,,,,,,,,,
,,,,,"https://ghhin.org/&amp;sa=U&amp;ved=2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAcQAg&amp;usg=AOvVaw0uPn96oH1lXufozn6NOpuS""",Non Governmental Organization,,,,,,,,,,,,,
,,,,,"https://www.betterhealth.vic.gov.au/campaigns/survive-heat&amp;sa=U&amp;ved=2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAgQAg&amp;usg=AOvVaw2N0X_CxY2XuRS4TX3A9EJ6""",Government,,,,,,,,,,,,,
,,,,,https://www.dir.ca.gov/dosh/etools/08-006/whatis.htm\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAIQBg\x26amp;usg\x3dAOvVaw27FJIqBlkTFeRK7rFhmMFW\x22,Government,,None,0,0,0,0,0,0,0,0,0,0,0
,,,,,https://www.cdc.gov/disasters/extremeheat/warning.html\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAIQDQ\x26amp;usg\x3dAOvVaw3O8Eha0RFDxs_kXDtedhnf\x22,Government,,None,0,0,0,0,0,0,0,0,0,0,0
,,,,,https://www.cdc.gov/disasters/extremeheat/warning.html\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QlqUEegQIAhAO\x26amp;usg\x3dAOvVaw04kY9H_f01llndJWhWKDpJ\x22,Government,,None,0,0,0,0,0,0,0,0,0,0,0
,,,,,https://www.cdc.gov/disasters/extremeheat/warning.html\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QMHoECAIQDw\x26amp;usg\x3dAOvVaw3fU8udt6kDxT2FubmWaQn6\x22,Government,,None,0,0,0,0,0,0,0,0,0,0,0
,,,,,https://my.clevelandclinic.org/health/diseases/16425-heat-illness\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAIQFg\x26amp;usg\x3dAOvVaw0KDeMmK7y4gNQnlTZ83saL\x22,Non Governmental Organization,,,,,,,,,,,,,
,,,,,https://www.niehs.nih.gov/research/programs/climatechange/health_impacts/heat/index.cfm\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwjxppWt0NSBAxX3p5UCHY8ZAi4QFnoECAIQHQ\x26amp;usg\x3dAOvVaw034FJbXDTXYy1pzrnvMCRw\x22,Government,,,,,,,,,,,,,
,,,,,"https://ghhin.org/wp-content/uploads/G7-report-heat-EWS.pdf&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAsQAw&amp;usg=AOvVaw0HHApEUuwJbqCBkwgXJ1vB""",News Source,,,,,,,,,,,,,
,,,,,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3290979/&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAoQAg&amp;usg=AOvVaw0YG9ngqpQHalWaR0kb73LB""",Government,,,,,,,,,,,,,
,,,,,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3290979/%23sec-a.k.atitle&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQ0gJ6BAgKEAU&amp;usg=AOvVaw31hq-qHCf8SlI_Fslc7hSU""",Government,,,,,,,,,,,,,
,,,,,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3290979/%23sec-a.k.btitle&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQ0gJ6BAgKEAY&amp;usg=AOvVaw187NxUiCmVRBIi5QfqxrG1""",Government,,,,,,,,,,,,,
,,,,,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3290979/%23sec-a.k.ctitle&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQ0gJ6BAgKEAc&amp;usg=AOvVaw0QRzSuaLMB5MyDAyNEOZIZ""",Government,,,,,,,,,,,,,
,,,,,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3290979/%23sec-a.k.dtitle&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQ0gJ6BAgKEAg&amp;usg=AOvVaw1xkq13mYPAGw1QQ6RKBnVW""",Government,,,,,,,,,,,,,
,,,,,"https://public.wmo.int/en/media/news/heatwaves-show-importance-of-health-early-warnings-and-action-plans&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAgQAg&amp;usg=AOvVaw12vozdLxNmoNQru8CCkEmD""",News Source,,,,,,,,,,,,,
,,,,,"https://climate-adapt.eea.europa.eu/en/observatory/evidence/national-and-sub-national-warning-systems&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAcQAg&amp;usg=AOvVaw1dve79bOJAKURRUyLvnaNL""",Other,,,,,,,,,,,,,
,,,,,"https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(22)01974-2/fulltext&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAQQAg&amp;usg=AOvVaw35ZZQcQJQbwkwAGe2GEGVy""",Academic Journal,,,,,,,,,,,,,
,,,,,"https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-021-10982-8&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAUQAg&amp;usg=AOvVaw30q3uIkDso5nxu7dnl76kQ""",Other,,,,,,,,,,,,,
,,,,,"https://www.preventionweb.net/news/early-warning-system-joint-heat-and-ozone-extremes-china&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAkQAg&amp;usg=AOvVaw1WDy-Dus9nkIPhLuadct4B""",News Source,,,,,,,,,,,,,
,,,,,"https://www.preventionweb.net/publication/evaluation-early-warning-system-heat-wave-related-mortality-europe-implications-sub&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAIQAg&amp;usg=AOvVaw0pkrfClXqM9QOTUEZGtZiO""",Other,,,,,,,,,,,,,
,,,,,"https://toolkit.climate.gov/case-studies/developing-early-warning-system-prevent-heat-illness&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAYQAg&amp;usg=AOvVaw2mL_h9Q4FYWJGPB-l2LEL2""",Government,,"American Samoa, Canada, China, Mexico, Puerto Rico, United States, Samoa",0,1,0,0,0,0,0,0,0,0,0
,,,,,"https://bmjopen.bmj.com/content/6/7/e012125&amp;sa=U&amp;ved=2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAMQAg&amp;usg=AOvVaw2EO8twr2tk_Yy_XtNAs0O9""",Other,,,,,,,,,,,,,
,,,,,https://www.weather.gov/bgm/heat\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAEQBg\x26amp;usg\x3dAOvVaw2BMh5ORSkggMT1DMuuYWoa\x22,Government,,None,0,0,0,0,0,0,0,0,0,0,0
,,,,,https://www.un-spider.org/risks-and-disasters/early-warning-systems\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAEQDQ\x26amp;usg\x3dAOvVaw30MI0QiHRAuJH_k93jm16Y\x22,Non Governmental Organization,,,,,,,,,,,,,
,,,,,https://www.un-spider.org/risks-and-disasters/early-warning-systems\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQlqUEegQIARAO\x26amp;usg\x3dAOvVaw1a4hPLMm9N8C6qP3ZO_HPy\x22,Non Governmental Organization,,,,,,,,,,,,,
,,,,,https://www.un-spider.org/risks-and-disasters/early-warning-systems\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQMHoECAEQDw\x26amp;usg\x3dAOvVaw0yr4qHiayp9jTaJXZTF7MJ\x22,Non Governmental Organization,,,,,,,,,,,,,
,,,,,https://www.unisdr.org/files/608_10340.pdf\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAEQFg\x26amp;usg\x3dAOvVaw3uOkx5ti3_vgiYNTlcD3vF\x22,Non Governmental Organization,,,,,,,,,,,,,
,,,,,https://en.wikipedia.org/wiki/Early_warning_system\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwim9dau0NSBAxV4r5UCHWdHBvgQFnoECAEQHQ\x26amp;usg\x3dAOvVaw1RxNSYLRxi6nh_X4bf6zgG\x22,Non Governmental Organization,,,,,,,,,,,,,
,,,,,"https://climate-adapt.eea.europa.eu/en/metadata/adaptation-options/heat-health-action-plans&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAQQAw&amp;usg=AOvVaw2BqJVECvGO95XHszrXdpSM""",Other,,,,,,,,,,,,,
,,,,,"https://www.who.int/publications-detail-redirect/9789289071918&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAoQAg&amp;usg=AOvVaw3XUXzn5-UQ7TJWQSzSsNWj""",Other,,,,,,,,,,,,,
,,,,,"https://www.who.int/europe/activities/planning-heat-health-action&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAsQAg&amp;usg=AOvVaw1xNlgj979rfDPRLYfyMArM""",Other,,,,,,,,,,,,,
,,,,,"https://www.sciencedirect.com/science/article/abs/pii/S0013935122010362&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAMQAg&amp;usg=AOvVaw2qst15lHq-ErIBbDBu5rs5""",Other,,,,,,,,,,,,,
,,,,,"https://heatactionplatform.onebillionresilient.org/modules/create-a-heat-action-plan/&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAIQAg&amp;usg=AOvVaw2dXCIe2k9MU5nV7pZE5AAy""",Non Governmental Organization,,,,,,,,,,,,,
,,,,,"https://www.health.gov.za/wp-content/uploads/2022/06/National-Heat-Health-Action-Guidelines.pdf&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAYQAg&amp;usg=AOvVaw16SSpW1L0KHJMKYe3_DObB""",Government,,,,,,,,,,,,,
,,,,,"https://public.wmo.int/en/media/news/heatwaves-show-importance-of-health-early-warnings-and-action-plans&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAUQAg&amp;usg=AOvVaw3fEA81pXDoMsxSNktO07T-""",News Source,,,,,,,,,,,,,
,,,,,"https://ghhin.org/heat-action-plans-and-case-studies/&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAcQAg&amp;usg=AOvVaw2N4yVTI5BzuDhJSAM-rQXh""",Non Governmental Organization,,,,,,,,,,,,,
,,,,,"https://www.mdpi.com/2073-4433/13/12/2126&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAwQAg&amp;usg=AOvVaw1HJ2jkw0otpXOYR9TPGgml""",Other,,,,,,,,,,,,,
,,,,,"https://pubmed.ncbi.nlm.nih.gov/35779622/&amp;sa=U&amp;ved=2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAkQAg&amp;usg=AOvVaw3ePdaUqfkBWcKFQAa7W6E6""",Government,,"Switzerland, Germany, Denmark, France, Italy, Mali, Philippines, Chad, United States",0,1,0,0,0,0,1,0,0,0,0
,,,,,https://www.cdc.gov/climateandhealth/effects/temperature_extremes.htm\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAEQBg\x26amp;usg\x3dAOvVaw3G9dVLY3FCZcflHLFF3qTG\x22,Government,,United States,0,1,0,0,0,0,0,0,0,0,0
,,,,,https://www.mayoclinic.org/diseases-conditions/heat-exhaustion/diagnosis-treatment/drc-20373253\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAEQDQ\x26amp;usg\x3dAOvVaw2fDBJK77ldOaaU7YikpCh8\x22,Non Governmental Organization,,,,,,,,,,,,,
,,,,,https://www.mayoclinic.org/diseases-conditions/heat-exhaustion/diagnosis-treatment/drc-20373253\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQlqUEegQIARAO\x26amp;usg\x3dAOvVaw3kWE-G8YEd8iPnP4OAWqyX\x22,Non Governmental Organization,,,,,,,,,,,,,
,,,,,https://www.epa.gov/heatislands/what-you-can-do-reduce-heat-islands\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAEQFQ\x26amp;usg\x3dAOvVaw3btvsSMqW5R1xCwYCpJ_CT\x22,Government,,,,,,,,,,,,,
,,,,,https://www.epa.gov/heatislands/what-you-can-do-reduce-heat-islands\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQlqUEegQIARAW\x26amp;usg\x3dAOvVaw1cFlxrEuxQ908bfyP96olc\x22,Government,,,,,,,,,,,,,
,,,,,https://www.ready.gov/heat\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQFnoECAEQHQ\x26amp;usg\x3dAOvVaw2dx8GqPaqtn0WCM9ozThMG\x22,Government,,,,,,,,,,,,,
,,,,,https://www.ready.gov/heat\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQlqUEegQIARAe\x26amp;usg\x3dAOvVaw3GTKYLodyGwpvZLNs7bhJx\x22,Government,,,,,,,,,,,,,
,,,,,https://www.ready.gov/heat\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwiosJqv0NSBAxWfuZUCHdBeAuoQMHoECAEQHw\x26amp;usg\x3dAOvVaw0FrroIRN9bFJ1SPdqb8z7y\x22,Government,,,,,,,,,,,,,
,,,,,"https://climate-adapt.eea.europa.eu/en/observatory/evidence/national-and-sub-national-warning-systems&amp;sa=U&amp;ved=2ahUKEwjivOCv0NSBAxVfqZUCHUidAnIQFnoECAIQAw&amp;usg=AOvVaw2B-3dOEd0pJ52ZAYRCd5bC""",Other,,,,,,,,,,,,,
,,,,,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2866620/&amp;sa=U&amp;ved=2ahUKEwjivOCv0NSBAxVfqZUCHUidAnIQFnoECAoQAg&amp;usg=AOvVaw0408-xtJhnknsaHRxCwCf9""",Government,,,,,,,,,,,,,
,,,,,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2866620/%23abstract-a.i.b.ntitle&amp;sa=U&amp;ved=2ahUKEwjivOCv0NSBAxVfqZUCHUidAnIQ0gJ6BAgKEAU&amp;usg=AOvVaw1M3YryE1kiDNaFZJzebByX""",Government,,,,,,,,,,,,,
,,,,,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2866620/%23sec-a.j.etitle&amp;sa=U&amp;ved=2ahUKEwjivOCv0NSBAxVfqZUCHUidAnIQ0gJ6BAgKEAY&amp;usg=AOvVaw3Qkcp9eLblIvjh3NOOAmc6""",Government,,,,,,,,,,,,,
,,,,,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2866620/%23sec-a.j.ftitle&amp;sa=U&amp;ved=2ahUKEwjivOCv0NSBAxVfqZUCHUidAnIQ0gJ6BAgKEAc&amp;usg=AOvVaw03w2PnVFNaCKhgakPsQ2V9""",Government,,,,,,,,,,,,,
,,,,,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2866620/%23sec-a.j.gtitle&amp;sa=U&amp;ved=2ahUKEwjivOCv0NSBAxVfqZUCHUidAnIQ0gJ6BAgKEAg&amp;usg=AOvVaw0Qliy72CpFPLtk5c413nPO""",Government,,,,,,,,,,,,,
,,,,,"https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-021-10982-8&amp;sa=U&amp;ved=2ahUKEwjivOCv0NSBAxVfqZUCHUidAnIQFnoECAEQAg&amp;usg=AOvVaw23EHBD6dt2Tn5kQUEfwUod""",Other,,,,,,,,,,,,,
,,,,,"https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(22)01974-2/fulltext&amp;sa=U&amp;ved=2ahUKEwjivOCv0NSBAxVfqZUCHUidAnIQFnoECAYQAg&amp;usg=AOvVaw2DA7XnOd2wrQVXM0tCSLMs""",Academic Journal,,,,,,,,,,,,,
,,,,,"https://ghhin.org/understanding-heat/&amp;sa=U&amp;ved=2ahUKEwjivOCv0NSBAxVfqZUCHUidAnIQFnoECAQQAg&amp;usg=AOvVaw2JN66EE3Z9Fhh2cdzKortm""",Non Governmental Organization,,,,,,,,,,,,,
,,,,,"https://public.wmo.int/en/resources/library/heatwaves-and-health-guidance-warning-system-development&amp;sa=U&amp;ved=2ahUKEwjivOCv0NSBAxVfqZUCHUidAnIQFnoECAcQAg&amp;usg=AOvVaw2a6AZKTZyU37jjqb0c5A-l""",Government,,None,0,0,0,0,0,0,0,0,0,0,0
,,,,,"https://public.wmo.int/en/media/news/heatwaves-show-importance-of-health-early-warnings-and-action-plans&amp;sa=U&amp;ved=2ahUKEwjivOCv0NSBAxVfqZUCHUidAnIQFnoECAkQAg&amp;usg=AOvVaw0-aNarsDlx351vpIXdRCGK""",News Source,,,,,,,,,,,,,
,,,,,"https://www.sciencedirect.com/science/article/pii/S2210670721007538&amp;sa=U&amp;ved=2ahUKEwjivOCv0NSBAxVfqZUCHUidAnIQFnoECAUQAg&amp;usg=AOvVaw3T1exQ-ZqEGajVeVcrgyXq""",Other,,,,,,,,,,,,,
,,,,,"https://www.mdpi.com/2073-4433/11/2/170&amp;sa=U&amp;ved=2ahUKEwjivOCv0NSBAxVfqZUCHUidAnIQFnoECAgQAg&amp;usg=AOvVaw3F2jsla7JRvO8yMzpl8I4h""",Other,,,,,,,,,,,,,
,,,,,"https://link.springer.com/chapter/10.1007/978-1-4020-8921-3_3&amp;sa=U&amp;ved=2ahUKEwjivOCv0NSBAxVfqZUCHUidAnIQFnoECAMQAg&amp;usg=AOvVaw1Eqzg4iWPUdjZ99o1UqrX4""",Other,,,,,,,,,,,,,
,,,,,https://www.weather.gov/safety/heat-ww\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwjivOCv0NSBAxVfqZUCHUidAnIQFnoECAsQBg\x26amp;usg\x3dAOvVaw2IpyTqefl0mYluUUtAX6F_\x22,Government,,None,0,0,0,0,0,0,0,0,0,0,0
,,,,,https://www.cdc.gov/climateandhealth/pubs/extreme-heat-final_508.pdf\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwjivOCv0NSBAxVfqZUCHUidAnIQFnoECAsQDQ\x26amp;usg\x3dAOvVaw3S911mUnvuMJr63rBmDWOo\x22,Government,,,,,,,,,,,,,
,,,,,https://www.ready.gov/heat\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwjivOCv0NSBAxVfqZUCHUidAnIQFnoECAsQFA\x26amp;usg\x3dAOvVaw0LayQg-Tmbo4BNp47Gbwqd\x22,Government,,,,,,,,,,,,,
,,,,,"https://www.ready.gov/heat&amp;sa=U&amp;ved=2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQFnoECAoQAg&amp;usg=AOvVaw3zUOTP1Yy7_GO5N-kgsG1z""",Government,,,,,,,,,,,,,
,,,,,"https://www.betterhealth.vic.gov.au/health/healthyliving/how-to-cope-and-stay-safe-in-extreme-heat&amp;sa=U&amp;ved=2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQFnoECAkQAg&amp;usg=AOvVaw2mlvoIJBCHfptaeaJvcEft""",Government,,,,,,,,,,,,,
,,,,,"https://www.betterhealth.vic.gov.au/health/healthyliving/how-to-cope-and-stay-safe-in-extreme-heat%23impact-of-extreme-heat&amp;sa=U&amp;ved=2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQ0gJ6BAgJEAU&amp;usg=AOvVaw0p-ID6c8u4NJBltt5jixwQ""",Government,,Australia,1,0,0,0,0,0,0,0,0,0,0
,,,,,"https://www.betterhealth.vic.gov.au/health/healthyliving/how-to-cope-and-stay-safe-in-extreme-heat%23people-at-risk-from-extreme-heat&amp;sa=U&amp;ved=2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQ0gJ6BAgJEAY&amp;usg=AOvVaw190ElTj9rbADTps3NuXXQw""",Government,,Australia,1,0,0,0,0,0,0,0,0,0,0
,,,,,"https://www.betterhealth.vic.gov.au/health/healthyliving/how-to-cope-and-stay-safe-in-extreme-heat%23coping-with-the-heat&amp;sa=U&amp;ved=2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQ0gJ6BAgJEAc&amp;usg=AOvVaw01NL7uYjAklaUsiX953C96""",Government,,Australia,1,0,0,0,0,0,0,0,0,0,0
,,,,,"https://www.cdc.gov/disasters/extremeheat/heat_guide.html&amp;sa=U&amp;ved=2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQFnoECAsQAg&amp;usg=AOvVaw15YHFJHOpFKG4E3DNYng38""",Government,,,,,,,,,,,,,
,,,,,"https://www.cdc.gov/orr/infographics/beattheheat.htm&amp;sa=U&amp;ved=2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQ0gJ6BAgLEAU&amp;usg=AOvVaw0V7nTM1GzOxrkrdJiuuMj2""",Government,,,,,,,,,,,,,
,,,,,"https://www.cdc.gov/es/disasters/extremeheat/heat_guide.html&amp;sa=U&amp;ved=2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQ0gJ6BAgLEAY&amp;usg=AOvVaw2jJmAvDjV-V0pfEDM-p1IL""",Government,,,,,,,,,,,,,
,,,,,"https://www.cdc.gov/disasters/extremeheat/specificgroups.html&amp;sa=U&amp;ved=2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQ0gJ6BAgLEAc&amp;usg=AOvVaw3kGYy5hpn-tf8KphW3hZqm""",Government,,,,,,,,,,,,,
,,,,,"https://www.safework.nsw.gov.au/hazards-a-z/working-in-extreme-heat/content-page-blocks/managing-extreme-heat-at-your-workplace&amp;sa=U&amp;ved=2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQFnoECAAQAg&amp;usg=AOvVaw2f020vY1kV6998Z1UFP0X5""",Government,,,,,,,,,,,,,
,,,,,"https://www.washington.edu/uwem/preparedness/know-your-hazards/extreme-heat/&amp;sa=U&amp;ved=2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQFnoECAQQAg&amp;usg=AOvVaw3srmDPovCuvfMLxUW8gSzE""",Other,,,,,,,,,,,,,
,,,,,"https://www.azdhs.gov/documents/preparedness/epidemiology-disease-control/extreme-weather/heat/managing-extreme-heat-recommendations-for-schools.pdf&amp;sa=U&amp;ved=2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQFnoECAEQAg&amp;usg=AOvVaw1ucqBlpGGyPdW2LjzxJw5u""",Government,,None,0,0,0,0,0,0,0,0,0,0,0
,,,,,"https://www.c40knowledgehub.org/s/article/How-to-adapt-your-city-to-extreme-heat%3Flanguage%3Den_US&amp;sa=U&amp;ved=2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQFnoECAcQAg&amp;usg=AOvVaw2LBBnm7k9XW6Uq12_S4gp6""",Non Governmental Organization,,,,,,,,,,,,,
,,,,,"https://community.fema.gov/ProtectiveActions/s/article/Extreme-Heat&amp;sa=U&amp;ved=2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQFnoECAgQAg&amp;usg=AOvVaw33aTjUggkzkGiuNBQpolxN""",Government,,,,,,,,,,,,,
,,,,,"https://www.sciencedirect.com/science/article/pii/S2210670721007538&amp;sa=U&amp;ved=2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQFnoECAIQAg&amp;usg=AOvVaw1pGHylVZ6fC2_a8mg83Oab""",Other,,,,,,,,,,,,,
,,,,,"https://www.epa.gov/heatislands/adapting-heat&amp;sa=U&amp;ved=2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQFnoECAMQAg&amp;usg=AOvVaw1kh0176wHQbSpOsVGSYqTf""",Government,,,,,,,,,,,,,
,,,,,https://www.ready.gov/heat\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQFnoECAYQBQ\x26amp;usg\x3dAOvVaw0C9ktF8a01b2e-UWeJG_eB\x22,Government,,,,,,,,,,,,,
,,,,,https://www.ready.gov/heat\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQlqUEegQIBhAG\x26amp;usg\x3dAOvVaw3my0M113HVGg4tewb1nZgp\x22,Government,,,,,,,,,,,,,
,,,,,https://www.ready.gov/heat\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQMHoECAYQBw\x26amp;usg\x3dAOvVaw2Ohv41QPlTSz__jb5eDUI-\x22,Government,,,,,,,,,,,,,
,,,,,https://www.epa.gov/heatislands/adapting-heat\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQFnoECAYQDg\x26amp;usg\x3dAOvVaw3O1EEpR6xUe7ZRdb_m_889\x22,Government,,,,,,,,,,,,,
,,,,,https://www.redcross.org/get-help/how-to-prepare-for-emergencies/types-of-emergencies/extreme-heat-safety.html\x26amp;sa\x3dU\x26amp;ved\x3d2ahUKEwiXiKSw0NSBAxWhp5UCHQwRCmUQFnoECAYQFQ\x26amp;usg\x3dAOvVaw1DRTYlRUj47T6s6RA2fQuY\x22,Non Governmental Organization,,,,,,,,,,,,,
