country,title,authors,abstract
Sweden,[High mortality during the 2018 heatwave in Sweden].,"Christofer Åström, Pär Bjelkmar, Bertil Forsberg","During the summer of 2018 large parts of Sweden experienced a record-breaking heatwave regarding temperatures and duration. Previous studies from Sweden with less extreme heat have shown that daily mortality is expected to increase during periods with high temperatures.  Between the 2nd of July and 5th of August, the period in 2018 with the highest temperatures, 635 more deaths were observed in Sweden compared to the same period in 2017. This corresponds to an 8,2% increase over the entire heatwave, and a 13,5% increase during the warmest week, the 16th to 22nd of July.  When using temperature data from four weather stations and relative risks from the models established for the Swedish heatwave early warning system, the heat episode in the summer of 2018 could be expected to result in 601-746 excess deaths, depending on model choice. Comparison with the observed mortality data therefore confirm the ability of the risk models to predict the expected increase in mortality also during longer periods with higher temperatures than ever studied before in Sweden."
Sweden,Heat wave-related mortality in Sweden: A case-crossover study investigating effect modification by neighbourhood deprivation.,"Daniel Oudin Åström, Christofer Åström, Bertil Forsberg, Ana M Vicedo-Cabrera, Antonio Gasparrini, Anna Oudin, Kristina Sundquist",
Sweden,Developing a heatwave early warning system for Sweden: evaluating sensitivity of different epidemiological modelling approaches to forecast temperatures.,"Christofer Åström, Kristie L Ebi, Joakim Langner, Bertil Forsberg","Over the last two decades a number of heatwaves have brought the need for heatwave early warning systems (HEWS) to the attention of many European governments. The HEWS in Europe are operating under the assumption that there is a high correlation between observed and forecasted temperatures. We investigated the sensitivity of different temperature mortality relationships when using forecast temperatures. We modelled mortality in Stockholm using observed temperatures and made predictions using forecast temperatures from the European Centre for Medium-range Weather Forecasts to assess the sensitivity. We found that the forecast will alter the expected future risk differently for different temperature mortality relationships. The more complex models seemed more sensitive to inaccurate forecasts. Despite the difference between models, there was a high agreement between models when identifying risk-days. We find that considerations of the accuracy in temperature forecasts should be part of the design of a HEWS. Currently operating HEWS do evaluate their predictive performance; this information should also be part of the evaluation of the epidemiological models that are the foundation in the HEWS. The most accurate description of the relationship between high temperature and mortality might not be the most suitable or practical when incorporated into a HEWS."
Sweden,Heatwave early warning systems and adaptation advice to reduce human health consequences of heatwaves.,"Dianne Lowe, Kristie L Ebi, Bertil Forsberg","With climate change, there has been an increase in the frequency, intensity and duration of heatwave events. In response to the devastating mortality and morbidity of recent heatwave events, many countries have introduced heatwave early warning systems (HEWS). HEWS are designed to reduce the avoidable human health consequences of heatwaves through timely notification of prevention measures to vulnerable populations."
Spain,Explorative Assessment of the Temperature-Mortality Association to Support Health-Based Heat-Warning Thresholds: A National Case-Crossover Study in Switzerland.,"Martina S Ragettli, Apolline Saucy, Benjamin Flückiger, Danielle Vienneau, Kees de Hoogh, Ana M Vicedo-Cabrera, Christian Schindler, Martin Röösli","Defining health-based thresholds for effective heat warnings is crucial for climate change adaptation strategies. Translating the non-linear function between heat and health effects into an effective threshold for heat warnings to protect the population is a challenge. We present a systematic analysis of heat indicators in relation to mortality. We applied distributed lag non-linear models in an individual-level case-crossover design to assess the effects of heat on mortality in Switzerland during the warm season from 2003 to 2016 for three temperature metrics (daily mean, maximum, and minimum temperature), and various threshold temperatures and heatwave definitions. Individual death records with information on residential address from the Swiss National Cohort were linked to high-resolution temperature estimates from 100 m resolution maps. Moderate (90th percentile) to extreme thresholds (99.5th percentile) of the three temperature metrics implied a significant increase in mortality (5 to 38%) in respect of the median warm-season temperature. Effects of the threshold temperatures on mortality were similar across the seven major regions in Switzerland. Heatwave duration did not modify the effect when considering delayed effects up to 7 days. This nationally representative study, accounting for small-scale exposure variability, suggests that the national heat-warning system should focus on heatwave intensity rather than duration. While a different heat-warning indicator may be appropriate in other countries, our evaluation framework is transferable to any country."
Spain,An Occupational Heat-Health Warning System for Europe: The HEAT-SHIELD Platform.,"Marco Morabito, Alessandro Messeri, Pascal Noti, Ana Casanueva, Alfonso Crisci, Sven Kotlarski, Simone Orlandini, Cornelia Schwierz, Christoph Spirig, Boris R M Kingma, Andreas D Flouris, Lars Nybo","Existing heat-health warning systems focus on warning vulnerable groups in order to reduce mortality. However, human health and performance are affected at much lower environmental heat strain levels than those directly associated with higher mortality. Moreover, workers are at elevated health risks when exposed to prolonged heat. This study describes the multilingual ""HEAT-SHIELD occupational warning system"" platform (https://heatshield.zonalab.it/) operating for Europe and developed within the framework of the HEAT-SHIELD project. This system is based on probabilistic medium-range forecasts calibrated on approximately 1800 meteorological stations in Europe and provides the ensemble forecast of the daily maximum heat stress. The platform provides a non-customized output represented by a map showing the weekly maximum probability of exceeding a specific heat stress condition, for each of the four upcoming weeks. Customized output allows the forecast of the personalized local heat-stress-risk based on workers' physical, clothing and behavioral characteristics and the work environment (outdoors in the sun or shade), also taking into account heat acclimatization. Personal daily heat stress risk levels and behavioral suggestions (hydration and work breaks recommended) to be taken into consideration in the short term (5 days) are provided together with long-term heat risk forecasts (up to 46 days), all which are useful for planning work activities. The HEAT-SHIELD platform provides adaptation strategies for ""managing"" the impact of global warming."
Spain,Overview of Existing Heat-Health Warning Systems in Europe.,"Ana Casanueva, Annkatrin Burgstall, Sven Kotlarski, Alessandro Messeri, Marco Morabito, Andreas D Flouris, Lars Nybo, Christoph Spirig, Cornelia Schwierz","The frequency of extreme heat events, such as the summer of 2003 in Europe, and their corresponding consequences for human beings are expected to increase under a warmer climate. The joint collaboration of institutional agencies and multidisciplinary approaches is essential for a successful development of heat-health warning systems and action plans which can reduce the impacts of extreme heat on the population. The present work constitutes a state-of-the-art review of 16 European heat-health warning systems and heat-health action plans, based on the existing literature, web search (over the National Meteorological Services websites) and questionnaires. The aim of this study is to pave the way for future heat-health warning systems, such as the one currently under development in the framework of the Horizon 2020 HEAT-SHIELD project. Some aspects are highlighted among the variety of examined European warning systems. The meteorological variables that trigger the warnings should present a clear link with the impact under consideration and should be chosen depending on the purpose and target of the warnings. Setting long-term planning actions as well as pre-alert levels might prevent and reduce damages due to heat. Finally, education and communication are key elements of the success of a warning system."
Spain,Heat-health warning systems: a comparison of the predictive capacity of different approaches to identifying dangerously hot days.,"Shakoor Hajat, Scott C Sheridan, Michael J Allen, Mathilde Pascal, Karine Laaidi, Abderrahmane Yagouti, Ugis Bickis, Aurelio Tobias, Denis Bourque, Ben G Armstrong, Tom Kosatsky",We compared the ability of several heat-health warning systems to predict days of heat-associated mortality using common data sets.
Guatemala,Not found,Not found,Not found
Syrian Arab Republic,Not found,Not found,Not found
Angola,Not found,Not found,Not found
Paraguay,Not found,Not found,Not found
Sweden,Wet Bulb Globe Temperature: Indicating Extreme Heat Risk on a Global Grid.,"Chloe Brimicombe, Chun Hay Brian Lo, Florian Pappenberger, Claudia Di Napoli, Pedro Maciel, Tiago Quintino, Rosalind Cornforth, Hannah L Cloke","The Wet Bulb Globe Temperature (WBGT) is an international standard heat index used by the health, industrial, sports, and climate sectors to assess thermal comfort during heat extremes. Observations of its components, the globe and the wet bulb temperature (WBT), are however sparse. Therefore WBGT is difficult to derive, making it common to rely on approximations, such as the ones developed by Liljegren et al. (2008, https://doi.org/10.1080/15459620802310770, "
Sweden,Abrupt shift to hotter and drier climate over inner East Asia beyond the tipping point.,"Peng Zhang, Jee-Hoon Jeong, Jin-Ho Yoon, Hyungjun Kim, S-Y Simon Wang, Hans W Linderholm, Keyan Fang, Xiuchen Wu, Deliang Chen","Unprecedented heatwave-drought concurrences in the past two decades have been reported over inner East Asia. Tree-ring-based reconstructions of heatwaves and soil moisture for the past 260 years reveal an abrupt shift to hotter and drier climate over this region. Enhanced land-atmosphere coupling, associated with persistent soil moisture deficit, appears to intensify surface warming and anticyclonic circulation anomalies, fueling heatwaves that exacerbate soil drying. Our analysis demonstrates that the magnitude of the warm and dry anomalies compounding in the recent two decades is unprecedented over the quarter of a millennium, and this trend clearly exceeds the natural variability range. The ""hockey stick""-like change warns that the warming and drying concurrence is potentially irreversible beyond a tipping point in the East Asian climate system."
Sweden,[High mortality during the 2018 heatwave in Sweden].,"Christofer Åström, Pär Bjelkmar, Bertil Forsberg","During the summer of 2018 large parts of Sweden experienced a record-breaking heatwave regarding temperatures and duration. Previous studies from Sweden with less extreme heat have shown that daily mortality is expected to increase during periods with high temperatures.  Between the 2nd of July and 5th of August, the period in 2018 with the highest temperatures, 635 more deaths were observed in Sweden compared to the same period in 2017. This corresponds to an 8,2% increase over the entire heatwave, and a 13,5% increase during the warmest week, the 16th to 22nd of July.  When using temperature data from four weather stations and relative risks from the models established for the Swedish heatwave early warning system, the heat episode in the summer of 2018 could be expected to result in 601-746 excess deaths, depending on model choice. Comparison with the observed mortality data therefore confirm the ability of the risk models to predict the expected increase in mortality also during longer periods with higher temperatures than ever studied before in Sweden."
Sweden,Heat wave-related mortality in Sweden: A case-crossover study investigating effect modification by neighbourhood deprivation.,"Daniel Oudin Åström, Christofer Åström, Bertil Forsberg, Ana M Vicedo-Cabrera, Antonio Gasparrini, Anna Oudin, Kristina Sundquist",
Sweden,Developing a heatwave early warning system for Sweden: evaluating sensitivity of different epidemiological modelling approaches to forecast temperatures.,"Christofer Åström, Kristie L Ebi, Joakim Langner, Bertil Forsberg","Over the last two decades a number of heatwaves have brought the need for heatwave early warning systems (HEWS) to the attention of many European governments. The HEWS in Europe are operating under the assumption that there is a high correlation between observed and forecasted temperatures. We investigated the sensitivity of different temperature mortality relationships when using forecast temperatures. We modelled mortality in Stockholm using observed temperatures and made predictions using forecast temperatures from the European Centre for Medium-range Weather Forecasts to assess the sensitivity. We found that the forecast will alter the expected future risk differently for different temperature mortality relationships. The more complex models seemed more sensitive to inaccurate forecasts. Despite the difference between models, there was a high agreement between models when identifying risk-days. We find that considerations of the accuracy in temperature forecasts should be part of the design of a HEWS. Currently operating HEWS do evaluate their predictive performance; this information should also be part of the evaluation of the epidemiological models that are the foundation in the HEWS. The most accurate description of the relationship between high temperature and mortality might not be the most suitable or practical when incorporated into a HEWS."
Sweden,Heatwave early warning systems and adaptation advice to reduce human health consequences of heatwaves.,"Dianne Lowe, Kristie L Ebi, Bertil Forsberg","With climate change, there has been an increase in the frequency, intensity and duration of heatwave events. In response to the devastating mortality and morbidity of recent heatwave events, many countries have introduced heatwave early warning systems (HEWS). HEWS are designed to reduce the avoidable human health consequences of heatwaves through timely notification of prevention measures to vulnerable populations."
Spain,Explorative Assessment of the Temperature-Mortality Association to Support Health-Based Heat-Warning Thresholds: A National Case-Crossover Study in Switzerland.,"Martina S Ragettli, Apolline Saucy, Benjamin Flückiger, Danielle Vienneau, Kees de Hoogh, Ana M Vicedo-Cabrera, Christian Schindler, Martin Röösli","Defining health-based thresholds for effective heat warnings is crucial for climate change adaptation strategies. Translating the non-linear function between heat and health effects into an effective threshold for heat warnings to protect the population is a challenge. We present a systematic analysis of heat indicators in relation to mortality. We applied distributed lag non-linear models in an individual-level case-crossover design to assess the effects of heat on mortality in Switzerland during the warm season from 2003 to 2016 for three temperature metrics (daily mean, maximum, and minimum temperature), and various threshold temperatures and heatwave definitions. Individual death records with information on residential address from the Swiss National Cohort were linked to high-resolution temperature estimates from 100 m resolution maps. Moderate (90th percentile) to extreme thresholds (99.5th percentile) of the three temperature metrics implied a significant increase in mortality (5 to 38%) in respect of the median warm-season temperature. Effects of the threshold temperatures on mortality were similar across the seven major regions in Switzerland. Heatwave duration did not modify the effect when considering delayed effects up to 7 days. This nationally representative study, accounting for small-scale exposure variability, suggests that the national heat-warning system should focus on heatwave intensity rather than duration. While a different heat-warning indicator may be appropriate in other countries, our evaluation framework is transferable to any country."
Spain,An Occupational Heat-Health Warning System for Europe: The HEAT-SHIELD Platform.,"Marco Morabito, Alessandro Messeri, Pascal Noti, Ana Casanueva, Alfonso Crisci, Sven Kotlarski, Simone Orlandini, Cornelia Schwierz, Christoph Spirig, Boris R M Kingma, Andreas D Flouris, Lars Nybo","Existing heat-health warning systems focus on warning vulnerable groups in order to reduce mortality. However, human health and performance are affected at much lower environmental heat strain levels than those directly associated with higher mortality. Moreover, workers are at elevated health risks when exposed to prolonged heat. This study describes the multilingual ""HEAT-SHIELD occupational warning system"" platform (https://heatshield.zonalab.it/) operating for Europe and developed within the framework of the HEAT-SHIELD project. This system is based on probabilistic medium-range forecasts calibrated on approximately 1800 meteorological stations in Europe and provides the ensemble forecast of the daily maximum heat stress. The platform provides a non-customized output represented by a map showing the weekly maximum probability of exceeding a specific heat stress condition, for each of the four upcoming weeks. Customized output allows the forecast of the personalized local heat-stress-risk based on workers' physical, clothing and behavioral characteristics and the work environment (outdoors in the sun or shade), also taking into account heat acclimatization. Personal daily heat stress risk levels and behavioral suggestions (hydration and work breaks recommended) to be taken into consideration in the short term (5 days) are provided together with long-term heat risk forecasts (up to 46 days), all which are useful for planning work activities. The HEAT-SHIELD platform provides adaptation strategies for ""managing"" the impact of global warming."
Spain,Overview of Existing Heat-Health Warning Systems in Europe.,"Ana Casanueva, Annkatrin Burgstall, Sven Kotlarski, Alessandro Messeri, Marco Morabito, Andreas D Flouris, Lars Nybo, Christoph Spirig, Cornelia Schwierz","The frequency of extreme heat events, such as the summer of 2003 in Europe, and their corresponding consequences for human beings are expected to increase under a warmer climate. The joint collaboration of institutional agencies and multidisciplinary approaches is essential for a successful development of heat-health warning systems and action plans which can reduce the impacts of extreme heat on the population. The present work constitutes a state-of-the-art review of 16 European heat-health warning systems and heat-health action plans, based on the existing literature, web search (over the National Meteorological Services websites) and questionnaires. The aim of this study is to pave the way for future heat-health warning systems, such as the one currently under development in the framework of the Horizon 2020 HEAT-SHIELD project. Some aspects are highlighted among the variety of examined European warning systems. The meteorological variables that trigger the warnings should present a clear link with the impact under consideration and should be chosen depending on the purpose and target of the warnings. Setting long-term planning actions as well as pre-alert levels might prevent and reduce damages due to heat. Finally, education and communication are key elements of the success of a warning system."
Spain,Heat-health warning systems: a comparison of the predictive capacity of different approaches to identifying dangerously hot days.,"Shakoor Hajat, Scott C Sheridan, Michael J Allen, Mathilde Pascal, Karine Laaidi, Abderrahmane Yagouti, Ugis Bickis, Aurelio Tobias, Denis Bourque, Ben G Armstrong, Tom Kosatsky",We compared the ability of several heat-health warning systems to predict days of heat-associated mortality using common data sets.
Guatemala,Not found,Not found,Not found
Armenia,Not found,Not found,Not found
Syrian Arab Republic,Not found,Not found,Not found
Angola,Not found,Not found,Not found
Paraguay,Not found,Not found,Not found
Sweden,Wet Bulb Globe Temperature: Indicating Extreme Heat Risk on a Global Grid.,"Chloe Brimicombe, Chun Hay Brian Lo, Florian Pappenberger, Claudia Di Napoli, Pedro Maciel, Tiago Quintino, Rosalind Cornforth, Hannah L Cloke","The Wet Bulb Globe Temperature (WBGT) is an international standard heat index used by the health, industrial, sports, and climate sectors to assess thermal comfort during heat extremes. Observations of its components, the globe and the wet bulb temperature (WBT), are however sparse. Therefore WBGT is difficult to derive, making it common to rely on approximations, such as the ones developed by Liljegren et al. (2008, https://doi.org/10.1080/15459620802310770, "
Sweden,Abrupt shift to hotter and drier climate over inner East Asia beyond the tipping point.,"Peng Zhang, Jee-Hoon Jeong, Jin-Ho Yoon, Hyungjun Kim, S-Y Simon Wang, Hans W Linderholm, Keyan Fang, Xiuchen Wu, Deliang Chen","Unprecedented heatwave-drought concurrences in the past two decades have been reported over inner East Asia. Tree-ring-based reconstructions of heatwaves and soil moisture for the past 260 years reveal an abrupt shift to hotter and drier climate over this region. Enhanced land-atmosphere coupling, associated with persistent soil moisture deficit, appears to intensify surface warming and anticyclonic circulation anomalies, fueling heatwaves that exacerbate soil drying. Our analysis demonstrates that the magnitude of the warm and dry anomalies compounding in the recent two decades is unprecedented over the quarter of a millennium, and this trend clearly exceeds the natural variability range. The ""hockey stick""-like change warns that the warming and drying concurrence is potentially irreversible beyond a tipping point in the East Asian climate system."
Sweden,[High mortality during the 2018 heatwave in Sweden].,"Christofer Åström, Pär Bjelkmar, Bertil Forsberg","During the summer of 2018 large parts of Sweden experienced a record-breaking heatwave regarding temperatures and duration. Previous studies from Sweden with less extreme heat have shown that daily mortality is expected to increase during periods with high temperatures.  Between the 2nd of July and 5th of August, the period in 2018 with the highest temperatures, 635 more deaths were observed in Sweden compared to the same period in 2017. This corresponds to an 8,2% increase over the entire heatwave, and a 13,5% increase during the warmest week, the 16th to 22nd of July.  When using temperature data from four weather stations and relative risks from the models established for the Swedish heatwave early warning system, the heat episode in the summer of 2018 could be expected to result in 601-746 excess deaths, depending on model choice. Comparison with the observed mortality data therefore confirm the ability of the risk models to predict the expected increase in mortality also during longer periods with higher temperatures than ever studied before in Sweden."
Sweden,Heat wave-related mortality in Sweden: A case-crossover study investigating effect modification by neighbourhood deprivation.,"Daniel Oudin Åström, Christofer Åström, Bertil Forsberg, Ana M Vicedo-Cabrera, Antonio Gasparrini, Anna Oudin, Kristina Sundquist",
Sweden,Developing a heatwave early warning system for Sweden: evaluating sensitivity of different epidemiological modelling approaches to forecast temperatures.,"Christofer Åström, Kristie L Ebi, Joakim Langner, Bertil Forsberg","Over the last two decades a number of heatwaves have brought the need for heatwave early warning systems (HEWS) to the attention of many European governments. The HEWS in Europe are operating under the assumption that there is a high correlation between observed and forecasted temperatures. We investigated the sensitivity of different temperature mortality relationships when using forecast temperatures. We modelled mortality in Stockholm using observed temperatures and made predictions using forecast temperatures from the European Centre for Medium-range Weather Forecasts to assess the sensitivity. We found that the forecast will alter the expected future risk differently for different temperature mortality relationships. The more complex models seemed more sensitive to inaccurate forecasts. Despite the difference between models, there was a high agreement between models when identifying risk-days. We find that considerations of the accuracy in temperature forecasts should be part of the design of a HEWS. Currently operating HEWS do evaluate their predictive performance; this information should also be part of the evaluation of the epidemiological models that are the foundation in the HEWS. The most accurate description of the relationship between high temperature and mortality might not be the most suitable or practical when incorporated into a HEWS."
Sweden,Heatwave early warning systems and adaptation advice to reduce human health consequences of heatwaves.,"Dianne Lowe, Kristie L Ebi, Bertil Forsberg","With climate change, there has been an increase in the frequency, intensity and duration of heatwave events. In response to the devastating mortality and morbidity of recent heatwave events, many countries have introduced heatwave early warning systems (HEWS). HEWS are designed to reduce the avoidable human health consequences of heatwaves through timely notification of prevention measures to vulnerable populations."
Spain,Explorative Assessment of the Temperature-Mortality Association to Support Health-Based Heat-Warning Thresholds: A National Case-Crossover Study in Switzerland.,"Martina S Ragettli, Apolline Saucy, Benjamin Flückiger, Danielle Vienneau, Kees de Hoogh, Ana M Vicedo-Cabrera, Christian Schindler, Martin Röösli","Defining health-based thresholds for effective heat warnings is crucial for climate change adaptation strategies. Translating the non-linear function between heat and health effects into an effective threshold for heat warnings to protect the population is a challenge. We present a systematic analysis of heat indicators in relation to mortality. We applied distributed lag non-linear models in an individual-level case-crossover design to assess the effects of heat on mortality in Switzerland during the warm season from 2003 to 2016 for three temperature metrics (daily mean, maximum, and minimum temperature), and various threshold temperatures and heatwave definitions. Individual death records with information on residential address from the Swiss National Cohort were linked to high-resolution temperature estimates from 100 m resolution maps. Moderate (90th percentile) to extreme thresholds (99.5th percentile) of the three temperature metrics implied a significant increase in mortality (5 to 38%) in respect of the median warm-season temperature. Effects of the threshold temperatures on mortality were similar across the seven major regions in Switzerland. Heatwave duration did not modify the effect when considering delayed effects up to 7 days. This nationally representative study, accounting for small-scale exposure variability, suggests that the national heat-warning system should focus on heatwave intensity rather than duration. While a different heat-warning indicator may be appropriate in other countries, our evaluation framework is transferable to any country."
Spain,An Occupational Heat-Health Warning System for Europe: The HEAT-SHIELD Platform.,"Marco Morabito, Alessandro Messeri, Pascal Noti, Ana Casanueva, Alfonso Crisci, Sven Kotlarski, Simone Orlandini, Cornelia Schwierz, Christoph Spirig, Boris R M Kingma, Andreas D Flouris, Lars Nybo","Existing heat-health warning systems focus on warning vulnerable groups in order to reduce mortality. However, human health and performance are affected at much lower environmental heat strain levels than those directly associated with higher mortality. Moreover, workers are at elevated health risks when exposed to prolonged heat. This study describes the multilingual ""HEAT-SHIELD occupational warning system"" platform (https://heatshield.zonalab.it/) operating for Europe and developed within the framework of the HEAT-SHIELD project. This system is based on probabilistic medium-range forecasts calibrated on approximately 1800 meteorological stations in Europe and provides the ensemble forecast of the daily maximum heat stress. The platform provides a non-customized output represented by a map showing the weekly maximum probability of exceeding a specific heat stress condition, for each of the four upcoming weeks. Customized output allows the forecast of the personalized local heat-stress-risk based on workers' physical, clothing and behavioral characteristics and the work environment (outdoors in the sun or shade), also taking into account heat acclimatization. Personal daily heat stress risk levels and behavioral suggestions (hydration and work breaks recommended) to be taken into consideration in the short term (5 days) are provided together with long-term heat risk forecasts (up to 46 days), all which are useful for planning work activities. The HEAT-SHIELD platform provides adaptation strategies for ""managing"" the impact of global warming."
Spain,Overview of Existing Heat-Health Warning Systems in Europe.,"Ana Casanueva, Annkatrin Burgstall, Sven Kotlarski, Alessandro Messeri, Marco Morabito, Andreas D Flouris, Lars Nybo, Christoph Spirig, Cornelia Schwierz","The frequency of extreme heat events, such as the summer of 2003 in Europe, and their corresponding consequences for human beings are expected to increase under a warmer climate. The joint collaboration of institutional agencies and multidisciplinary approaches is essential for a successful development of heat-health warning systems and action plans which can reduce the impacts of extreme heat on the population. The present work constitutes a state-of-the-art review of 16 European heat-health warning systems and heat-health action plans, based on the existing literature, web search (over the National Meteorological Services websites) and questionnaires. The aim of this study is to pave the way for future heat-health warning systems, such as the one currently under development in the framework of the Horizon 2020 HEAT-SHIELD project. Some aspects are highlighted among the variety of examined European warning systems. The meteorological variables that trigger the warnings should present a clear link with the impact under consideration and should be chosen depending on the purpose and target of the warnings. Setting long-term planning actions as well as pre-alert levels might prevent and reduce damages due to heat. Finally, education and communication are key elements of the success of a warning system."
Spain,Heat-health warning systems: a comparison of the predictive capacity of different approaches to identifying dangerously hot days.,"Shakoor Hajat, Scott C Sheridan, Michael J Allen, Mathilde Pascal, Karine Laaidi, Abderrahmane Yagouti, Ugis Bickis, Aurelio Tobias, Denis Bourque, Ben G Armstrong, Tom Kosatsky",We compared the ability of several heat-health warning systems to predict days of heat-associated mortality using common data sets.
Guatemala,Not found,Not found,Not found
Armenia,Not found,Not found,Not found
Belgium,"Governing heatwaves in Europe: comparing health policy and practices to better understand roles, responsibilities and collaboration.","Kirsten Vanderplanken, Peter van den Hazel, Michael Marx, Ahmad Zia Shams, Debarati Guha-Sapir, Joris Adriaan Frank van Loenhout","The expectation that climate change will further exacerbate extreme weather events such as heatwaves is of primary concern to policymakers and scientists. Effective governance is fundamental to preparedness for and response to such threats. This paper explores the governance structures of European heat health action plans and provides insights into key stakeholders, roles, responsibilities and collaboration."
Syrian Arab Republic,Not found,Not found,Not found
Angola,Not found,Not found,Not found
Paraguay,Not found,Not found,Not found
Sweden,Wet Bulb Globe Temperature: Indicating Extreme Heat Risk on a Global Grid.,"Chloe Brimicombe, Chun Hay Brian Lo, Florian Pappenberger, Claudia Di Napoli, Pedro Maciel, Tiago Quintino, Rosalind Cornforth, Hannah L Cloke","The Wet Bulb Globe Temperature (WBGT) is an international standard heat index used by the health, industrial, sports, and climate sectors to assess thermal comfort during heat extremes. Observations of its components, the globe and the wet bulb temperature (WBT), are however sparse. Therefore WBGT is difficult to derive, making it common to rely on approximations, such as the ones developed by Liljegren et al. (2008, https://doi.org/10.1080/15459620802310770, "
Sweden,Abrupt shift to hotter and drier climate over inner East Asia beyond the tipping point.,"Peng Zhang, Jee-Hoon Jeong, Jin-Ho Yoon, Hyungjun Kim, S-Y Simon Wang, Hans W Linderholm, Keyan Fang, Xiuchen Wu, Deliang Chen","Unprecedented heatwave-drought concurrences in the past two decades have been reported over inner East Asia. Tree-ring-based reconstructions of heatwaves and soil moisture for the past 260 years reveal an abrupt shift to hotter and drier climate over this region. Enhanced land-atmosphere coupling, associated with persistent soil moisture deficit, appears to intensify surface warming and anticyclonic circulation anomalies, fueling heatwaves that exacerbate soil drying. Our analysis demonstrates that the magnitude of the warm and dry anomalies compounding in the recent two decades is unprecedented over the quarter of a millennium, and this trend clearly exceeds the natural variability range. The ""hockey stick""-like change warns that the warming and drying concurrence is potentially irreversible beyond a tipping point in the East Asian climate system."
Sweden,[High mortality during the 2018 heatwave in Sweden].,"Christofer Åström, Pär Bjelkmar, Bertil Forsberg","During the summer of 2018 large parts of Sweden experienced a record-breaking heatwave regarding temperatures and duration. Previous studies from Sweden with less extreme heat have shown that daily mortality is expected to increase during periods with high temperatures.  Between the 2nd of July and 5th of August, the period in 2018 with the highest temperatures, 635 more deaths were observed in Sweden compared to the same period in 2017. This corresponds to an 8,2% increase over the entire heatwave, and a 13,5% increase during the warmest week, the 16th to 22nd of July.  When using temperature data from four weather stations and relative risks from the models established for the Swedish heatwave early warning system, the heat episode in the summer of 2018 could be expected to result in 601-746 excess deaths, depending on model choice. Comparison with the observed mortality data therefore confirm the ability of the risk models to predict the expected increase in mortality also during longer periods with higher temperatures than ever studied before in Sweden."
Sweden,Heat wave-related mortality in Sweden: A case-crossover study investigating effect modification by neighbourhood deprivation.,"Daniel Oudin Åström, Christofer Åström, Bertil Forsberg, Ana M Vicedo-Cabrera, Antonio Gasparrini, Anna Oudin, Kristina Sundquist",
Sweden,Developing a heatwave early warning system for Sweden: evaluating sensitivity of different epidemiological modelling approaches to forecast temperatures.,"Christofer Åström, Kristie L Ebi, Joakim Langner, Bertil Forsberg","Over the last two decades a number of heatwaves have brought the need for heatwave early warning systems (HEWS) to the attention of many European governments. The HEWS in Europe are operating under the assumption that there is a high correlation between observed and forecasted temperatures. We investigated the sensitivity of different temperature mortality relationships when using forecast temperatures. We modelled mortality in Stockholm using observed temperatures and made predictions using forecast temperatures from the European Centre for Medium-range Weather Forecasts to assess the sensitivity. We found that the forecast will alter the expected future risk differently for different temperature mortality relationships. The more complex models seemed more sensitive to inaccurate forecasts. Despite the difference between models, there was a high agreement between models when identifying risk-days. We find that considerations of the accuracy in temperature forecasts should be part of the design of a HEWS. Currently operating HEWS do evaluate their predictive performance; this information should also be part of the evaluation of the epidemiological models that are the foundation in the HEWS. The most accurate description of the relationship between high temperature and mortality might not be the most suitable or practical when incorporated into a HEWS."
Sweden,Heatwave early warning systems and adaptation advice to reduce human health consequences of heatwaves.,"Dianne Lowe, Kristie L Ebi, Bertil Forsberg","With climate change, there has been an increase in the frequency, intensity and duration of heatwave events. In response to the devastating mortality and morbidity of recent heatwave events, many countries have introduced heatwave early warning systems (HEWS). HEWS are designed to reduce the avoidable human health consequences of heatwaves through timely notification of prevention measures to vulnerable populations."
Spain,Explorative Assessment of the Temperature-Mortality Association to Support Health-Based Heat-Warning Thresholds: A National Case-Crossover Study in Switzerland.,"Martina S Ragettli, Apolline Saucy, Benjamin Flückiger, Danielle Vienneau, Kees de Hoogh, Ana M Vicedo-Cabrera, Christian Schindler, Martin Röösli","Defining health-based thresholds for effective heat warnings is crucial for climate change adaptation strategies. Translating the non-linear function between heat and health effects into an effective threshold for heat warnings to protect the population is a challenge. We present a systematic analysis of heat indicators in relation to mortality. We applied distributed lag non-linear models in an individual-level case-crossover design to assess the effects of heat on mortality in Switzerland during the warm season from 2003 to 2016 for three temperature metrics (daily mean, maximum, and minimum temperature), and various threshold temperatures and heatwave definitions. Individual death records with information on residential address from the Swiss National Cohort were linked to high-resolution temperature estimates from 100 m resolution maps. Moderate (90th percentile) to extreme thresholds (99.5th percentile) of the three temperature metrics implied a significant increase in mortality (5 to 38%) in respect of the median warm-season temperature. Effects of the threshold temperatures on mortality were similar across the seven major regions in Switzerland. Heatwave duration did not modify the effect when considering delayed effects up to 7 days. This nationally representative study, accounting for small-scale exposure variability, suggests that the national heat-warning system should focus on heatwave intensity rather than duration. While a different heat-warning indicator may be appropriate in other countries, our evaluation framework is transferable to any country."
